LOGRECNO,GEOID,Population 15 years and over in the United States,Median income 
36905,86000US76424,7104,21333
36906,86000US76426,8890,26350
36907,86000US76427,929,18523
36908,86000US76429,121,36336
36909,86000US76430,2150,26034
36910,86000US76431,2918,23966
36911,86000US76432,962,20969
36912,86000US76433,1432,31733
36913,86000US76435,490,23710
36914,86000US76436,88,32841
36915,86000US76437,4606,23029
36916,86000US76442,6309,22889
36917,86000US76443,1450,21794
36918,86000US76444,2620,21473
36919,86000US76445,277,21019
36920,86000US76446,6829,22233
36921,86000US76448,4547,20598
36922,86000US76449,1993,22236
36923,86000US76450,10842,25240
36924,86000US76452,52,16364
36925,86000US76453,930,23786
36926,86000US76454,1123,21533
36927,86000US76455,777,22227
36928,86000US76457,3735,20305
36929,86000US76458,5007,22523
36930,86000US76459,130,21000
36931,86000US76460,396,19375
36932,86000US76462,2490,25804
36933,86000US76463,539,17708
36934,86000US76464,396,25417
36935,86000US76466,161,22468
36936,86000US76469,20,23125
36937,86000US76470,2763,15825
36938,86000US76471,1693,17234
36939,86000US76472,1041,23750
36940,86000US76474,238,35795
36941,86000US76475,751,27009
36942,86000US76476,2148,28938
36943,86000US76481,146,15993
36944,86000US76483,740,21650
36945,86000US76484,925,22200
36946,86000US76486,1116,24866
36947,86000US76487,1637,25271
36948,86000US76490,97,54250
36949,86000US76491,475,20156
36950,86000US76501,13161,23267
36951,86000US76502,26246,35257
36952,86000US76504,18607,23725
36953,86000US76508,4,16250
36954,86000US76511,2065,21522
36955,86000US76513,27584,27280
36956,86000US76518,1146,19909
36957,86000US76519,670,20533
36958,86000US76520,6155,21774
36959,86000US76522,27560,29479
36960,86000US76523,0,.
36961,86000US76524,2612,26780
36962,86000US76525,963,21654
36963,86000US76527,3257,30543
36964,86000US76528,14966,23723
36965,86000US76530,2010,25046
36966,86000US76531,3850,19943
36967,86000US76534,1718,26901
36968,86000US76537,3074,28277
36969,86000US76538,719,27733
36970,86000US76539,6240,31245
36971,86000US76541,14934,18590
36972,86000US76542,30385,32229
36973,86000US76543,21776,24557
36974,86000US76544,22666,26584
36975,86000US76548,20148,30646
36976,86000US76549,34434,27712
36977,86000US76550,9508,22995
36978,86000US76554,1533,29112
36979,86000US76556,1186,19940
36980,86000US76557,3962,23164
36981,86000US76559,3384,26175
36982,86000US76561,889,24750
36983,86000US76565,45,19013
36984,86000US76566,163,21833
36985,86000US76567,7107,20420
36986,86000US76569,1540,29797
36987,86000US76570,2296,20998
36988,86000US76571,4799,40958
36989,86000US76573,16,.
36990,86000US76574,14575,23385
36991,86000US76577,2769,26013
36992,86000US76578,1356,30417
36993,86000US76579,3720,29675
36994,86000US76596,999,3229
36995,86000US76597,1971,2931
36996,86000US76598,410,4680
36997,86000US76599,1480,4186
36998,86000US76621,859,26128
36999,86000US76622,936,24178
37000,86000US76623,107,28500
37001,86000US76624,1772,24151
37002,86000US76626,1443,20781
37003,86000US76627,1240,24049
37004,86000US76628,63,10515
37005,86000US76629,1580,26667
37006,86000US76630,1263,24426
37007,86000US76631,443,28375
37008,86000US76632,1053,19815
37009,86000US76633,4838,30580
37010,86000US76634,5368,21105
37011,86000US76635,1122,16435
37012,86000US76636,1270,27917
37013,86000US76637,493,23641
37014,86000US76638,2383,36470
37015,86000US76639,1107,20787
37016,86000US76640,2331,20891
37017,86000US76641,1338,22576
37018,86000US76642,5894,19892
37019,86000US76643,11156,32771
37020,86000US76645,8947,18284
37021,86000US76648,1989,22450
37022,86000US76649,685,21518
37023,86000US76650,59,25625
37024,86000US76651,2651,24963
37025,86000US76652,804,22064
37026,86000US76653,787,25640
37027,86000US76654,94,32308
37028,86000US76655,6867,30735
37029,86000US76656,2107,17466
37030,86000US76657,7216,27035
37031,86000US76660,374,21250
37032,86000US76661,6740,14863
37033,86000US76664,2635,19202
37034,86000US76665,2094,19542
37035,86000US76666,131,20313
37036,86000US76667,8975,21213
37037,86000US76670,1026,23542
37038,86000US76671,1773,21532
37039,86000US76673,985,20727
37040,86000US76676,315,28333
37041,86000US76678,183,16406
37042,86000US76679,1061,20833
37043,86000US76680,278,25625
37044,86000US76681,477,19676
37045,86000US76682,2165,21767
37046,86000US76685,4,.
37047,86000US76686,203,24792
37048,86000US76687,1635,20673
37049,86000US76689,2891,25860
37050,86000US76690,791,19797
37051,86000US76691,5118,24226
37052,86000US76692,8128,21504
37053,86000US76693,1165,22775
37054,86000US76701,1518,11046
37055,86000US76704,5741,12131
37056,86000US76705,22625,21820
37057,86000US76706,29355,13357
37058,86000US76707,11631,16044
37059,86000US76708,19769,20401
37060,86000US76710,18550,22426
37061,86000US76711,6282,17606
37062,86000US76712,19244,31329
37063,86000US76798,1835,2499
37064,86000US76801,20062,19889
37065,86000US76802,4210,21700
37066,86000US76820,108,13889
37067,86000US76821,4032,18823
37068,86000US76823,2809,22069
37069,86000US76824,0,.
37070,86000US76825,5595,19435
37071,86000US76827,257,26838
37072,86000US76828,127,25476
37073,86000US76831,74,27063
37074,86000US76832,499,24405
37075,86000US76834,4807,19215
37076,86000US76836,8,13333
37077,86000US76837,2770,15896
37078,86000US76841,19,.
37079,86000US76842,73,38472
37080,86000US76844,2907,22278
37081,86000US76845,136,26250
37082,86000US76848,75,19904
37083,86000US76849,3445,22183
37084,86000US76852,202,32500
37085,86000US76853,1195,17273
37086,86000US76854,177,14531
37087,86000US76856,3195,20647
37088,86000US76857,1694,26818
37089,86000US76858,267,15735
37090,86000US76859,1550,17637
37091,86000US76861,1861,24939
37092,86000US76862,268,45575
37093,86000US76864,590,20347
37094,86000US76865,153,18750
37095,86000US76866,443,20924
37096,86000US76869,22,.
37097,86000US76870,159,18594
37098,86000US76871,691,21250
37099,86000US76872,544,22438
37100,86000US76873,78,65000
37101,86000US76874,61,30573
37102,86000US76875,516,22778
37103,86000US76877,3697,16981
37104,86000US76878,1437,18600
37105,86000US76882,241,18333
37106,86000US76884,107,45298
37107,86000US76885,90,27351
37108,86000US76887,133,21813
37109,86000US76888,66,18125
37110,86000US76890,772,27073
37111,86000US76901,22099,23225
37112,86000US76903,25348,18344
37113,86000US76904,27107,28768
37114,86000US76905,9265,22690
37115,86000US76908,2607,17095
37116,86000US76930,111,20313
37117,86000US76932,2709,27300
37118,86000US76933,1108,23981
37119,86000US76934,1214,21472
37120,86000US76935,1064,29846
37121,86000US76936,2427,21656
37122,86000US76937,18,.
37123,86000US76939,94,19700
37124,86000US76940,56,20750
37125,86000US76941,1132,24571
37126,86000US76943,2960,20508
37127,86000US76945,1392,20322
37128,86000US76949,20,55893
37129,86000US76950,3087,29583
37130,86000US76951,1063,20633
37131,86000US76953,29,23125
37132,86000US76955,0,.
37133,86000US76957,0,.
37134,86000US76958,238,27813
37135,86000US77002,11443,21798
37136,86000US77003,8497,24279
37137,86000US77004,28078,20357
37138,86000US77005,20797,64561
37139,86000US77006,19167,46245
37140,86000US77007,27816,58143
37141,86000US77008,26357,44689
37142,86000US77009,31541,22055
37143,86000US77010,536,168839
37144,86000US77011,14701,16562
37145,86000US77012,16770,18788
37146,86000US77013,14303,18807
37147,86000US77014,22048,25329
37148,86000US77015,41582,22157
37149,86000US77016,21641,15747
37150,86000US77017,25171,21113
37151,86000US77018,21552,31824
37152,86000US77019,17313,52813
37153,86000US77020,19770,16618
37154,86000US77021,20855,17692
37155,86000US77022,21962,17356
37156,86000US77023,22783,19917
37157,86000US77024,28431,55346
37158,86000US77025,21275,44308
37159,86000US77026,17376,14018
37160,86000US77027,14340,52811
37161,86000US77028,12565,16941
37162,86000US77029,13847,17473
37163,86000US77030,9270,49969
37164,86000US77031,13315,21607
37165,86000US77032,9612,16355
37166,86000US77033,21460,15743
37167,86000US77034,25793,23950
37168,86000US77035,27044,21583
37169,86000US77036,49909,18614
37170,86000US77037,14252,17222
37171,86000US77038,19934,19608
37172,86000US77039,20324,18261
37173,86000US77040,35181,29175
37174,86000US77041,27780,31547
37175,86000US77042,30072,29645
37176,86000US77043,18841,26714
37177,86000US77044,23454,33141
37178,86000US77045,24342,21268
37179,86000US77046,1069,70762
37180,86000US77047,17443,27666
37181,86000US77048,12762,19340
37182,86000US77049,21761,23476
37183,86000US77050,3311,19705
37184,86000US77051,11617,15495
37185,86000US77053,24126,20956
37186,86000US77054,19226,30694
37187,86000US77055,32801,22158
37188,86000US77056,15734,57715
37189,86000US77057,33437,35307
37190,86000US77058,13799,31214
37191,86000US77059,15091,56726
37192,86000US77060,30279,16003
37193,86000US77061,18683,20285
37194,86000US77062,20910,40664
37195,86000US77063,30045,30746
37196,86000US77064,35776,32155
37197,86000US77065,28943,33606
37198,86000US77066,24247,27246
37199,86000US77067,21851,21718
37200,86000US77068,8290,31958
37201,86000US77069,13893,39956
37202,86000US77070,37526,35148
37203,86000US77071,21117,24870
37204,86000US77072,43428,17877
37205,86000US77073,26999,25515
37206,86000US77074,28360,18655
37207,86000US77075,28587,25510
37208,86000US77076,24683,16994
37209,86000US77077,43164,37362
37210,86000US77078,12309,19109
37211,86000US77079,24453,44997
37212,86000US77080,37192,19357
37213,86000US77081,31347,17864
37214,86000US77082,40335,27386
37215,86000US77083,54479,25602
37216,86000US77084,76138,31036
37217,86000US77085,11805,24882
37218,86000US77086,19997,20176
37219,86000US77087,28235,19844
37220,86000US77088,39229,21079
37221,86000US77089,39634,27464
37222,86000US77090,24900,25327
37223,86000US77091,18023,18380
37224,86000US77092,26915,21326
37225,86000US77093,31111,18242
37226,86000US77094,6975,63984
37227,86000US77095,51852,42560
37228,86000US77096,27807,34631
37229,86000US77098,11707,52996
37230,86000US77099,34760,19748
37231,86000US77201,0,.
37232,86000US77301,22814,17926
37233,86000US77302,13990,26924
37234,86000US77303,13266,21805
37235,86000US77304,18658,30800
37236,86000US77306,8463,20252
37237,86000US77316,12183,35492
37238,86000US77318,11149,31572
37239,86000US77320,32311,26095
37240,86000US77326,19,.
37241,86000US77327,15920,21783
37242,86000US77328,12213,25722
37243,86000US77331,5260,21384
37244,86000US77334,49,26776
37245,86000US77335,1909,15184
37246,86000US77336,9077,36250
37247,86000US77338,26307,25240
37248,86000US77339,32442,36141
37249,86000US77340,22616,19429
37250,86000US77342,344,.
37251,86000US77345,22212,49791
37252,86000US77346,41039,43310
37253,86000US77350,95,21250
37254,86000US77351,27606,22317
37255,86000US77354,24498,33822
37256,86000US77355,19276,33544
37257,86000US77356,20342,37106
37258,86000US77357,15577,24000
37259,86000US77358,4261,33083
37260,86000US77359,607,35213
37261,86000US77360,4012,17500
37262,86000US77362,3591,20593
37263,86000US77363,2337,21403
37264,86000US77364,1777,25438
37265,86000US77365,20456,27364
37266,86000US77367,162,36346
37267,86000US77368,151,23194
37268,86000US77369,528,14482
37269,86000US77371,6316,19814
37270,86000US77372,9504,21742
37271,86000US77373,42066,32325
37272,86000US77374,380,32212
37273,86000US77375,29668,32830
37274,86000US77376,226,16610
37275,86000US77377,22163,43426
37276,86000US77378,10713,25230
37277,86000US77379,55642,46282
37278,86000US77380,19997,35373
37279,86000US77381,29775,41337
37280,86000US77382,25747,60406
37281,86000US77384,10480,41655
37282,86000US77385,15212,37979
37283,86000US77386,30612,42882
37284,86000US77388,30902,42007
37285,86000US77389,17940,44903
37286,86000US77396,33288,29952
37287,86000US77401,13942,65089
37288,86000US77406,27851,49486
37289,86000US77407,23927,41041
37290,86000US77412,112,21339
37291,86000US77414,18434,21370
37292,86000US77415,12,.
37293,86000US77417,1819,20847
37294,86000US77418,7418,26425
37295,86000US77419,1023,19643
37296,86000US77420,1524,16496
37297,86000US77422,11157,24366
37298,86000US77423,6971,21657
37299,86000US77426,1816,30938
37300,86000US77428,0,.
37301,86000US77429,54809,45070
37302,86000US77430,1576,34391
37303,86000US77432,66,37708
37304,86000US77433,39017,41684
37305,86000US77434,3568,21213
37306,86000US77435,3573,23667
37307,86000US77436,0,.
37308,86000US77437,12951,20380
37309,86000US77440,0,.
37310,86000US77441,4237,56667
37311,86000US77442,793,27096
37312,86000US77443,66,.
37313,86000US77444,663,26573
37314,86000US77445,10169,21366
37315,86000US77446,5276,6193
37316,86000US77447,9845,29408
37317,86000US77448,109,4327
37318,86000US77449,69364,31243
37319,86000US77450,53599,43098
37320,86000US77451,73,12583
37321,86000US77453,340,19583
37322,86000US77454,283,21786
37323,86000US77455,1490,23378
37324,86000US77456,968,19188
37325,86000US77457,513,16935
37326,86000US77458,286,22708
37327,86000US77459,44255,46387
37328,86000US77460,135,44712
37329,86000US77461,7667,27751
37330,86000US77464,162,33333
37331,86000US77465,5724,23904
37332,86000US77466,551,29756
37333,86000US77467,68,16667
37334,86000US77468,168,9087
37335,86000US77469,28374,29103
37336,86000US77470,181,20066
37337,86000US77471,26162,23362
37338,86000US77473,76,11875
37339,86000US77474,10110,28403
37340,86000US77475,457,23281
37341,86000US77476,150,16786
37342,86000US77477,28354,31052
37343,86000US77478,19797,41445
37344,86000US77479,60279,52459
37345,86000US77480,6322,26745
37346,86000US77481,3,.
37347,86000US77482,1452,31471
37348,86000US77483,361,30455
37349,86000US77484,8502,31593
37350,86000US77485,3114,36104
37351,86000US77486,5454,27861
37352,86000US77488,11686,20881
37353,86000US77489,27619,30102
37354,86000US77493,17983,32258
37355,86000US77494,50614,59764
37356,86000US77498,40591,32036
37357,86000US77502,26635,21709
37358,86000US77503,18675,21443
37359,86000US77504,18463,22490
37360,86000US77505,18635,36749
37361,86000US77506,25306,17015
37362,86000US77507,0,.
37363,86000US77510,11030,28835
37364,86000US77511,36636,27348
37365,86000US77514,3597,27018
37366,86000US77515,24300,27383
37367,86000US77517,4879,29217
37368,86000US77518,6019,24444
37369,86000US77519,1187,21222
37370,86000US77520,28580,22299
37371,86000US77521,37667,27741
37372,86000US77523,13623,44348
37373,86000US77530,22126,23712
37374,86000US77531,11781,23483
37375,86000US77532,20734,30948
37376,86000US77533,626,19896
37377,86000US77534,2338,37241
37378,86000US77535,25369,24789
37379,86000US77536,24146,35946
37380,86000US77538,919,24364
37381,86000US77539,31155,30109
37382,86000US77541,13518,21523
37383,86000US77545,14100,32007
37384,86000US77546,38631,43600
37385,86000US77547,7211,20635
37386,86000US77550,18940,20129
37387,86000US77551,15426,23133
37388,86000US77554,7913,27201
37389,86000US77560,680,16756
37390,86000US77561,105,12418
37391,86000US77562,8455,27342
37392,86000US77563,7682,26875
37393,86000US77564,1628,19643
37394,86000US77565,4872,40527
37395,86000US77566,22540,34319
37396,86000US77568,11023,21644
37397,86000US77571,28281,32210
37398,86000US77573,56573,44357
37399,86000US77575,12440,23382
37400,86000US77577,1131,22829
37401,86000US77578,11142,40890
37402,86000US77580,249,45066
37403,86000US77581,32038,42936
37404,86000US77583,23471,28929
37405,86000US77584,54307,47209
37406,86000US77585,875,18186
37407,86000US77586,17559,47052
37408,86000US77587,11992,19605
37409,86000US77590,23817,22207
37410,86000US77591,10855,23899
37411,86000US77597,570,27455
37412,86000US77598,18386,27550
37413,86000US77611,6350,28670
37414,86000US77612,7367,25883
37415,86000US77613,784,33750
37416,86000US77614,647,26113
37417,86000US77615,667,22708
37418,86000US77616,779,21667
37419,86000US77617,99,18393
37420,86000US77619,12783,27266
37421,86000US77622,1363,31079
37422,86000US77623,630,20080
37423,86000US77624,972,22787
37424,86000US77625,6630,21515
37425,86000US77627,17268,31913
37426,86000US77629,537,24904
37427,86000US77630,21907,21409
37428,86000US77632,19323,30498
37429,86000US77640,12854,18658
37430,86000US77642,28316,19202
37431,86000US77650,1133,20213
37432,86000US77651,10465,31253
37433,86000US77655,317,22692
37434,86000US77656,14027,23940
37435,86000US77657,15986,30618
37436,86000US77659,3743,33063
37437,86000US77660,839,19145
37438,86000US77661,645,19423
37439,86000US77662,21063,22435
37440,86000US77663,865,32527
37441,86000US77664,2157,25087
37442,86000US77665,4415,25108
37443,86000US77701,12244,15261
37444,86000US77702,1957,24848
37445,86000US77703,12138,14355
37446,86000US77705,35093,15806
37447,86000US77706,23388,32146
37448,86000US77707,12766,25267
37449,86000US77708,8841,22649
37450,86000US77713,10297,28298
37451,86000US77801,11806,14943
37452,86000US77802,19624,28119
37453,86000US77803,22009,17583
37454,86000US77807,8717,20544
37455,86000US77808,8760,30017
37456,86000US77830,2646,32589
37457,86000US77831,2846,21238
37458,86000US77833,22748,22070
37459,86000US77835,1944,31471
37460,86000US77836,9285,21748
37461,86000US77837,1442,14659
37462,86000US77840,52176,7437
37463,86000US77845,40240,33473
37464,86000US77853,886,28257
37465,86000US77855,78,38500
37466,86000US77856,3599,27752
37467,86000US77857,749,19200
37468,86000US77859,5268,19356
37469,86000US77861,2207,30160
37470,86000US77864,5127,20418
37471,86000US77865,1411,27878
37472,86000US77867,85,16591
37473,86000US77868,11714,21158
37474,86000US77871,2561,24223
37475,86000US77872,1210,24939
37476,86000US77873,1167,30536
37477,86000US77876,194,9074
37478,86000US77878,399,14519
37479,86000US77879,3939,22321
37480,86000US77880,1332,20980
37481,86000US77901,32125,20675
37482,86000US77904,20479,30740
37483,86000US77905,11615,28822
37484,86000US77950,187,30000
37485,86000US77951,1615,21756
37486,86000US77954,9281,22234
37487,86000US77957,6449,23575
37488,86000US77960,17,.
37489,86000US77961,59,56563
37490,86000US77962,2784,27795
37491,86000US77963,4643,22896
37492,86000US77964,6485,21889
37493,86000US77968,2117,32594
37494,86000US77969,203,24653
37495,86000US77970,291,36573
37496,86000US77971,551,24245
37497,86000US77973,55,.
37498,86000US77974,493,19342
37499,86000US77975,1528,25258
37500,86000US77976,135,32222
37501,86000US77977,443,19872
37502,86000US77978,603,35368
37503,86000US77979,13413,24671
37504,86000US77982,1034,25662
37505,86000US77983,1817,24023
37506,86000US77984,3319,24633
37507,86000US77987,137,35556
37508,86000US77988,317,24583
37509,86000US77990,566,20179
37510,86000US77991,181,33221
37511,86000US77993,157,44375
37512,86000US77994,282,22500
37513,86000US77995,7161,21406
37514,86000US78001,0,.
37515,86000US78002,7490,21455
37516,86000US78003,6829,22449
37517,86000US78004,1131,46083
37518,86000US78005,294,24569
37519,86000US78006,22551,30939
37520,86000US78007,4,.
37521,86000US78008,219,25197
37522,86000US78009,6416,28590
37523,86000US78010,2380,20024
37524,86000US78011,1506,16118
37525,86000US78012,279,20656
37526,86000US78013,4695,23885
37527,86000US78014,4107,14529
37528,86000US78015,7983,43025
37529,86000US78016,7710,21284
37530,86000US78017,3789,15480
37531,86000US78019,1207,14417
37532,86000US78021,201,13750
37533,86000US78022,3511,21583
37534,86000US78023,19850,49564
37535,86000US78024,1054,27457
37536,86000US78025,4103,20799
37537,86000US78026,4798,26003
37538,86000US78027,447,26455
37539,86000US78028,32905,22763
37540,86000US78029,0,.
37541,86000US78039,1155,22601
37542,86000US78040,29985,12469
37543,86000US78041,33808,19678
37544,86000US78043,31773,15756
37545,86000US78044,111,25000
37546,86000US78045,41456,29564
37547,86000US78046,42013,15431
37548,86000US78050,568,15294
37549,86000US78052,5157,24586
37550,86000US78055,1786,19567
37551,86000US78056,1693,49173
37552,86000US78057,672,24559
37553,86000US78058,655,38715
37554,86000US78059,4154,24549
37555,86000US78060,0,.
37556,86000US78061,9331,16931
37557,86000US78063,7779,26897
37558,86000US78064,10512,23614
37559,86000US78065,8670,20602
37560,86000US78066,513,31707
37561,86000US78067,333,25338
37562,86000US78069,4163,21263
37563,86000US78070,11975,34765
37564,86000US78071,3833,17313
37565,86000US78072,509,19405
37566,86000US78073,5681,19218
37567,86000US78075,115,12798
37568,86000US78076,9692,16397
37569,86000US78101,6796,31218
37570,86000US78102,22886,18119
37571,86000US78104,104,23629
37572,86000US78107,171,9946
37573,86000US78108,22387,38787
37574,86000US78109,27262,29285
37575,86000US78112,5728,21085
37576,86000US78113,2103,30702
37577,86000US78114,16021,26686
37578,86000US78116,313,42763
37579,86000US78117,576,34491
37580,86000US78118,3228,18254
37581,86000US78119,6367,17586
37582,86000US78121,8670,36551
37583,86000US78122,174,25375
37584,86000US78123,2121,31651
37585,86000US78124,4631,22862
37586,86000US78125,84,31023
37587,86000US78130,46660,26648
37588,86000US78132,16874,37335
37589,86000US78133,13844,30300
37590,86000US78140,2416,16812
37591,86000US78141,633,19856
37592,86000US78142,129,13750
37593,86000US78143,200,5833
37594,86000US78144,8,.
37595,86000US78145,56,27895
37596,86000US78146,681,24219
37597,86000US78147,1470,22768
37598,86000US78148,16115,28337
37599,86000US78150,29,10729
37600,86000US78151,1217,17500
37601,86000US78152,1959,32106
37602,86000US78154,24707,35859
37603,86000US78155,37627,22607
37604,86000US78159,699,16543
37605,86000US78160,3817,28621
37606,86000US78161,540,28500
37607,86000US78162,282,26607
37608,86000US78163,8306,34058
37609,86000US78164,3470,21404
37610,86000US78201,34146,18909
37611,86000US78202,9281,14327
37612,86000US78203,4204,14207
37613,86000US78204,8896,16383
37614,86000US78205,985,14875
37615,86000US78207,41630,12561
37616,86000US78208,2876,13156
37617,86000US78209,33878,34575
37618,86000US78210,28818,17369
37619,86000US78211,25261,16945
37620,86000US78212,24599,20125
37621,86000US78213,33844,23646
37622,86000US78214,18322,15597
37623,86000US78215,1115,21124
37624,86000US78216,31713,26157
37625,86000US78217,26569,26702
37626,86000US78218,24967,21666
37627,86000US78219,11129,19982
37628,86000US78220,12828,16913
37629,86000US78221,27611,17950
37630,86000US78222,15927,21788
37631,86000US78223,38585,20406
37632,86000US78224,14029,18059
37633,86000US78225,10709,17297
37634,86000US78226,4768,15394
37635,86000US78227,33248,20009
37636,86000US78228,45078,17772
37637,86000US78229,24066,25665
37638,86000US78230,33356,32287
37639,86000US78231,6827,38071
37640,86000US78232,30965,35797
37641,86000US78233,35440,26809
37642,86000US78234,5645,16111
37643,86000US78235,563,29492
37644,86000US78236,7964,11124
37645,86000US78237,28706,14446
37646,86000US78238,20034,24506
37647,86000US78239,22078,24558
37648,86000US78240,43540,28871
37649,86000US78242,23000,17321
37650,86000US78243,237,11140
37651,86000US78244,22321,25091
37652,86000US78245,43517,26667
37653,86000US78247,38646,33430
37654,86000US78248,11781,51775
37655,86000US78249,41629,29986
37656,86000US78250,43161,30422
37657,86000US78251,39976,30278
37658,86000US78252,6071,24365
37659,86000US78253,22826,42204
37660,86000US78254,34580,36157
37661,86000US78255,9230,50407
37662,86000US78256,5710,33667
37663,86000US78257,3351,53064
37664,86000US78258,31664,51853
37665,86000US78259,17215,46877
37666,86000US78260,18876,46994
37667,86000US78261,10147,48773
37668,86000US78263,3337,32395
37669,86000US78264,9326,17486
37670,86000US78266,4847,47177
37671,86000US78330,665,26635
37672,86000US78332,21769,20691
37673,86000US78335,0,.
37674,86000US78336,9675,20158
37675,86000US78338,0,.
37676,86000US78339,613,11450
37677,86000US78340,391,22989
37678,86000US78341,2043,16341
37679,86000US78342,378,11464
37680,86000US78343,3557,19785
37681,86000US78344,354,52292
37682,86000US78349,492,13130
37683,86000US78351,435,18309
37684,86000US78352,184,26250
37685,86000US78353,471,8480
37686,86000US78355,5210,14990
37687,86000US78357,2214,19844
37688,86000US78358,531,23618
37689,86000US78359,1415,15934
37690,86000US78361,4261,17449
37691,86000US78362,7130,30094
37692,86000US78363,24147,17676
37693,86000US78368,7364,17451
37694,86000US78369,336,31094
37695,86000US78370,3132,24784
37696,86000US78371,298,16445
37697,86000US78372,3657,22868
37698,86000US78373,3294,28026
37699,86000US78374,12288,31079
37700,86000US78375,2538,15928
37701,86000US78376,489,14289
37702,86000US78377,3028,20216
37703,86000US78379,1247,21181
37704,86000US78380,18243,18244
37705,86000US78382,17242,21860
37706,86000US78383,3388,22266
37707,86000US78384,5182,17317
37708,86000US78385,327,18448
37709,86000US78387,8308,16541
37710,86000US78389,1313,29113
37711,86000US78390,4409,22083
37712,86000US78391,274,16413
37713,86000US78393,1863,21075
37714,86000US78401,4198,13204
37715,86000US78402,543,30727
37716,86000US78404,12794,19659
37717,86000US78405,11811,13590
37718,86000US78406,1101,10521
37719,86000US78407,2142,15740
37720,86000US78408,9311,15005
37721,86000US78409,2211,21690
37722,86000US78410,19244,31312
37723,86000US78411,22198,22792
37724,86000US78412,31760,24876
37725,86000US78413,29648,32068
37726,86000US78414,25144,40579
37727,86000US78415,30228,19014
37728,86000US78416,11800,14105
37729,86000US78417,3414,22138
37730,86000US78418,25485,28166
37731,86000US78419,585,22672
37732,86000US78501,47752,15718
37733,86000US78503,16633,16611
37734,86000US78504,37348,28822
37735,86000US78516,27102,14296
37736,86000US78520,44778,15262
37737,86000US78521,64393,14706
37738,86000US78526,31761,20430
37739,86000US78535,468,12235
37740,86000US78536,356,14844
37741,86000US78537,25763,13308
37742,86000US78538,7823,12400
37743,86000US78539,25002,23044
37744,86000US78541,30501,17144
37745,86000US78542,45354,13644
37746,86000US78543,5889,12259
37747,86000US78545,145,10833
37748,86000US78548,442,11875
37749,86000US78549,350,9787
37750,86000US78550,38622,20283
37751,86000US78552,27692,23384
37752,86000US78557,8895,16790
37753,86000US78558,670,14788
37754,86000US78559,9005,16023
37755,86000US78560,3002,17529
37756,86000US78561,383,15804
37757,86000US78562,1772,12212
37758,86000US78563,171,11127
37759,86000US78564,19,.
37760,86000US78565,152,8611
37761,86000US78566,12394,16362
37762,86000US78567,340,14821
37763,86000US78569,2956,15584
37764,86000US78570,20867,12268
37765,86000US78572,53910,16835
37766,86000US78573,24890,15515
37767,86000US78574,40426,15276
37768,86000US78575,6908,18967
37769,86000US78576,6723,13493
37770,86000US78577,50435,16019
37771,86000US78578,8602,18308
37772,86000US78579,2789,13403
37773,86000US78580,12337,14996
37774,86000US78582,29657,13510
37775,86000US78583,4880,17922
37776,86000US78584,13005,11504
37777,86000US78585,269,19167
37778,86000US78586,41526,14700
37779,86000US78588,105,17019
37780,86000US78589,25992,16540
37781,86000US78590,250,19583
37782,86000US78591,196,9375
37783,86000US78592,790,13639
37784,86000US78593,4011,14686
37785,86000US78594,1259,12500
37786,86000US78595,4554,13821
37787,86000US78596,47247,14978
37788,86000US78597,2725,33125
37789,86000US78598,184,9815
37790,86000US78602,20736,25365
37791,86000US78605,4147,23923
37792,86000US78606,4322,25702
37793,86000US78607,101,21488
37794,86000US78608,215,35673
37795,86000US78609,1478,24688
37796,86000US78610,19551,37427
37797,86000US78611,10754,23917
37798,86000US78612,8750,26753
37799,86000US78613,50820,41798
37800,86000US78614,462,30511
37801,86000US78615,721,35833
37802,86000US78616,4277,26974
37803,86000US78617,15407,23475
37804,86000US78618,271,26406
37805,86000US78619,2570,45698
37806,86000US78620,11537,42158
37807,86000US78621,16570,29446
37808,86000US78622,160,25313
37809,86000US78623,698,36667
37810,86000US78624,18209,25974
37811,86000US78626,21173,26679
37812,86000US78628,19644,38638
37813,86000US78629,9074,20710
37814,86000US78631,1981,24737
37815,86000US78632,597,23500
37816,86000US78633,16626,38978
37817,86000US78634,17786,38183
37818,86000US78635,19,.
37819,86000US78636,3345,22494
37820,86000US78638,1942,18720
37821,86000US78639,5752,19523
37822,86000US78640,31414,30553
37823,86000US78641,35750,35727
37824,86000US78642,7107,30374
37825,86000US78643,5240,23560
37826,86000US78644,14184,22321
37827,86000US78645,8766,31425
37828,86000US78648,6290,21580
37829,86000US78650,1424,26232
37830,86000US78652,4230,41680
37831,86000US78653,11923,30752
37832,86000US78654,13898,23452
37833,86000US78655,3037,24526
37834,86000US78656,1625,15404
37835,86000US78657,5464,31301
37836,86000US78659,2593,33221
37837,86000US78660,54675,36406
37838,86000US78661,290,15083
37839,86000US78662,2747,29892
37840,86000US78663,682,28773
37841,86000US78664,42694,31357
37842,86000US78665,26715,42742
37843,86000US78666,56717,16041
37844,86000US78669,7084,41160
37845,86000US78670,286,22157
37846,86000US78671,621,19714
37847,86000US78672,931,20223
37848,86000US78675,176,17105
37849,86000US78676,10509,34173
37850,86000US78677,101,41250
37851,86000US78681,39345,42232
37852,86000US78701,5725,59986
37853,86000US78702,17458,20670
37854,86000US78703,16451,47876
